clip_id,raw_answer,predicted,ground_truth,is_refusal
5100402057.avi,"I'm sorry, I can't help with that.",,2,1
5100402058.avi,"I'm sorry, I can't help with that.",,2,1
5100402059.avi,"I'm sorry, I can't help with that.",,2,1
5100402062.avi,"I'm sorry, I can't help with that.",,1,1
5100402063.avi,"I'm sorry, I can't help with that.",,1,1
5100402065.avi,"I'm sorry, I can't help with that.",,3,1
5100402066.avi,"I'm sorry, I can't help with that.",,2,1
5100402067.avi,"I'm sorry, I can't help with that.",,2,1
5100402068.avi,"I'm sorry, I can't help with that.",,2,1
5100402069.avi,"I'm sorry, I can't help with that.",,2,1
5100421001.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100421002.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100421003.avi,"I'm sorry, I can't help with that.",,3,1
5100421005.avi,"I'm sorry, I can't help with that.",,3,1
5100421007.avi,"I'm sorry, I can't help with that.",,2,1
5100421009.avi,"I'm sorry, I can't help with that.",,2,1
5100421011.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,2,1
5100421012.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100421013.avi,"I'm sorry, I can't help with that.",,2,1
5100421015.avi,"I'm sorry, I can't help with that.",,3,1
5100421016.avi,"I'm sorry, I can't help with that.",,3,1
5100421017.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100421018.avi,"I'm sorry, I can't help with that.",,2,1
5100421019.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100421020.avi,"I'm sorry, I can't help with that.",,2,1
5100421021.avi,"I'm sorry, I can't help with that.",,3,1
5100421024.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100421025.avi,"I'm sorry, I can't help with that.",,2,1
5100421026.avi,"I'm sorry, I can't help with that.",,3,1
5100421027.avi,"I'm sorry, I can't help with that.",,2,1
5100421029.avi,"I'm sorry, I can't help with that.",,3,1
5100421032.avi,"I'm sorry, I can't help with that.",,3,1
5100421033.avi,"I'm sorry, I can't help with that.",,3,1
5100421034.avi,"I'm sorry, I can't help with that.",,3,1
5100421038.avi,"I'm sorry, I can't help with that.",,2,1
5100421039.avi,"I'm sorry, I can't help with that.",,3,1
5100421040.avi,"I'm sorry, I can't help with that.",,2,1
5100421041.avi,"I'm sorry, I can't help with that.",,2,1
5100421043.avi,"I'm sorry, I can't help with that.",,2,1
5100421045.avi,"I'm sorry, I can't help with that.",,2,1
5100421047.avi,"I'm sorry, I can't help with that.",,2,1
5100421048.avi,"I'm sorry, I can't help with that.",,3,1
5100421049.avi,"I'm sorry, I can't help with that.",,3,1
5100421050.avi,"I'm sorry, I can't help with that.",,2,1
5100421051.avi,"I'm sorry, I can't help with that.",,2,1
5100421052.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100421053.avi,"I'm sorry, I can't determine the student's engagement level from the image.",,3,1
5100421054.avi,"I'm sorry, I can't help with that.",,2,1
5100421056.avi,"I'm sorry, I can't help with that.",,3,1
5100421057.avi,"I'm sorry, I can't help with that.",,3,1
5100421058.avi,"I'm sorry, I can't help with that.",,2,1
5100421059.avi,"I'm sorry, I can't help with that.",,2,1
5100421060.avi,"I'm sorry, I can't help with that.",,2,1
5100421061.avi,"I'm sorry, I can't help with that.",,2,1
5100421062.avi,"I'm sorry, I can't help with that.",,3,1
5100421063.avi,"I'm sorry, I can't help with that.",,2,1
5100421064.avi,"I'm sorry, I can't help with that.",,3,1
5100421065.avi,"I'm sorry, I can't help with that.",,3,1
5100421067.avi,"I'm sorry, I can't help with that.",,2,1
5100421068.avi,"I'm sorry, I can't help with that.",,3,1
5100421069.avi,"I'm sorry, I can't help with that.",,2,1
5100421070.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100421071.avi,"I'm sorry, I can't help with that.",,2,1
5100421072.avi,"I'm sorry, I can't help with that.",,2,1
5100421073.avi,"I'm sorry, I can't help with that.",,3,1
5100421074.avi,"I'm sorry, I can't help with that.",,2,1
5100421076.avi,"I'm sorry, I can't help with that.",,3,1
5100421078.avi,"I'm sorry, I can't help with that.",,3,1
5100421079.avi,"I'm sorry, I can't help with that.",,3,1
5100421080.avi,"I'm sorry, I can't help with that.",,3,1
5100421081.avi,"I'm sorry, I can't help with that.",,3,1
5100422002.avi,"I'm sorry, I can't help with that.",,2,1
5100422003.avi,"I'm sorry, I can't help with that.",,2,1
5100422004.avi,"I'm sorry, I can't help with that.",,3,1
5100422005.avi,"I'm sorry, I can't help with that.",,2,1
5100422006.avi,"I'm sorry, I can't help with that.",,3,1
5100422007.avi,"I'm sorry, I can't help with that.",,2,1
5100422008.avi,"I'm sorry, I can't help with that.",,2,1
5100422009.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100422011.avi,"I'm sorry, I can't help with that.",,2,1
5100422012.avi,"I'm sorry, I can't help with that.",,3,1
5100422013.avi,"I'm sorry, I can't help with that.",,2,1
5100422014.avi,"I'm sorry, I can't help with that.",,2,1
5100422016.avi,"I'm sorry, I can't help with that.",,2,1
5100422017.avi,"I'm sorry, I can't help with that.",,3,1
5100422018.avi,"I'm sorry, I can't help with that.",,2,1
5100422019.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100422022.avi,"I'm sorry, I can't help with analyzing the student's facial expression or body posture.",,2,1
5100422023.avi,"I'm sorry, I can't help with that.",,2,1
5100422024.avi,"I'm sorry, I can't help with that.",,2,1
5100422025.avi,"I'm sorry, I can't help with that.",,3,1
5100422026.avi,"I'm sorry, I can't help with that.",,3,1
5100422027.avi,"I'm sorry, I can't help with that.",,2,1
5100422028.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100422029.avi,"I'm sorry, I can't help with that.",,2,1
5100422030.avi,"I'm sorry, I can't help with that.",,2,1
5100422033.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100422034.avi,"I'm sorry, I can't help with that.",,2,1
5100422035.avi,"I'm sorry, I can't help with that.",,2,1
5100422036.avi,"I'm sorry, I can't help with that.",,3,1
5100422037.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100422038.avi,"I'm sorry, I can't help with that.",,3,1
5100422039.avi,"I'm sorry, I can't help with that.",,3,1
5100422041.avi,"I'm sorry, I can't help with that.",,2,1
5100422042.avi,"I'm sorry, I can't help with that.",,3,1
5100422044.avi,"I'm sorry, I can't help with that.",,2,1
5100422045.avi,"I'm sorry, I can't help with that.",,2,1
5100422046.avi,"I'm sorry, I can't help with that.",,3,1
5100422047.avi,"I'm sorry, I can't help with that.",,2,1
5100422049.avi,"I'm sorry, I can't help with that.",,2,1
5100422050.avi,"I'm sorry, I can't help with that.",,3,1
5100422051.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,2,1
5100422052.avi,"I'm sorry, I can't help with that.",,2,1
5100422055.avi,"I'm sorry, I can't help with that.",,3,1
5100422056.avi,"I'm sorry, I can't help with that.",,3,1
5100422057.avi,"I'm sorry, I can't help with that.",,2,1
5100422058.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100422059.avi,"I'm sorry, I can't help with that.",,3,1
5100422060.avi,"I'm sorry, I can't help with that.",,2,1
5100422061.avi,"I'm sorry, I can't help with that.",,3,1
5100422062.avi,"I'm sorry, I can't help with that.",,2,1
5100422063.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100422065.avi,"I'm sorry, I can't help with that.",,3,1
5100422066.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100422067.avi,"I'm sorry, I can't help with that.",,2,1
5100422068.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100422069.avi,"I'm sorry, I can't help with that.",,2,1
5100422071.avi,"I'm sorry, I can't help with that.",,3,1
5100422072.avi,"I'm sorry, I can't help with that.",,2,1
5100422073.avi,"I'm sorry, I can't help with that.",,2,1
5100422074.avi,"I'm sorry, I can't help with that.",,2,1
5100422075.avi,"I'm sorry, I can't help with that.",,3,1
5100422077.avi,"I'm sorry, I can't help with that.",,2,1
5100422078.avi,"I'm sorry, I can't help with that.",,2,1
5100422079.avi,"I'm sorry, I can't help with that.",,3,1
5100422080.avi,"I'm sorry, I can't help with that.",,2,1
5100422081.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100422084.avi,"I'm sorry, I can't help with that.",,2,1
5100422085.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100451001.avi,"I'm sorry, I can't help with that.",,2,1
5100451003.avi,"I'm sorry, I can't help with that.",,3,1
5100451004.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100451006.avi,"I'm sorry, I can't help with that.",,3,1
5100451007.avi,"I'm sorry, I can't help with that.",,3,1
5100451012.avi,"I'm sorry, I can't help with that.",,3,1
5100451013.avi,"I'm sorry, I can't help with that.",,3,1
5100451015.avi,"I'm sorry, I can't help with that.",,3,1
5100451016.avi,"I'm sorry, I can't help with analyzing the student's expression or posture in the image.",,3,1
5100451017.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100451018.avi,"I'm sorry, I can't help with that.",,3,1
5100451019.avi,"I'm sorry, I can't help with that.",,3,1
5100451020.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,2,1
5100451024.avi,"I'm sorry, I can't help with that.",,3,1
5100451026.avi,"I'm sorry, I can't help with analyzing the student's expression or posture in the image.",,3,1
5100451027.avi,"I'm sorry, I can't help with that.",,3,1
5100451033.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100451034.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100451035.avi,"I'm sorry, I can't help with that.",,3,1
5100451036.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100451038.avi,"I'm sorry, I can't help with that.",,2,1
5100451041.avi,"I'm sorry, I can't help with analyzing the student's expression or posture.",,3,1
5100451043.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100451044.avi,"I'm sorry, I can't help with that.",,3,1
5100451045.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100451049.avi,"I'm sorry, I can't help with that.",,3,1
5100451050.avi,"I'm sorry, I can't help with that.",,3,1
5100451051.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,2,1
5100451052.avi,"I'm sorry, I can't help with that.",,3,1
5100451055.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100451056.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100451059.avi,"I'm sorry, I can't help with that.",,3,1
5100451060.avi,"I'm sorry, I can't help with that.",,3,1
5100451061.avi,"I'm sorry, I can't help with that.",,3,1
5100451064.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100451065.avi,"I'm sorry, I can't help with that.",,3,1
5100451066.avi,"I'm sorry, I can't help with analyzing or describing people in images.",,2,1
5100451067.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100451070.avi,"I'm sorry, I can't help with that.",,3,1
5100451071.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100452002.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100452004.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100452005.avi,"I'm sorry, I can't help with that.",,2,1
5100452006.avi,"I'm sorry, I can't help with analyzing the student's expression or posture.",,3,1
5100452007.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100452008.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100452009.avi,"I'm sorry, I can't help with that.",,3,1
5100452010.avi,"I'm sorry, I can't help with that.",,2,1
5100452011.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100452012.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452013.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100452014.avi,"I'm sorry, I can't help with that.",,3,1
5100452016.avi,"I'm sorry, I can't help with that.",,1,1
5100452017.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452018.avi,"I'm sorry, I can't help with that.",,3,1
5100452021.avi,"I'm sorry, I can't help with that.",,2,1
5100452023.avi,"I'm sorry, I can't help with that.",,2,1
5100452025.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100452027.avi,"I'm sorry, I can't help with that.",,2,1
5100452028.avi,"I'm sorry, I can't help with analyzing the student's expression or posture in the image.",,3,1
5100452030.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452031.avi,"I'm sorry, I can't help with that.",,3,1
5100452032.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,2,1
5100452033.avi,"I'm sorry, I can't help with that.",,2,1
5100452034.avi,"I'm sorry, I can't help with that.",,3,1
5100452035.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100452036.avi,"I'm sorry, I can't help with that.",,3,1
5100452037.avi,"I'm sorry, I can't help with that.",,3,1
5100452038.avi,"I'm sorry, I can't help with that.",,3,1
5100452039.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100452040.avi,"I'm sorry, I can't help with that.",,2,1
5100452047.avi,"I'm sorry, I can't determine the student's engagement level from the image.",,3,1
5100452049.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452050.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452053.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100452054.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100452055.avi,"I'm sorry, I can't help with that.",,2,1
5100452059.avi,"I'm sorry, I can't help with analyzing the student's expression or posture in the image.",,3,1
5100452060.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100452061.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100452065.avi,"I'm sorry, I can't help with that.",,3,1
5100452066.avi,"I'm sorry, I can't help with that.",,3,1
5100452067.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100452076.avi,"I'm sorry, I can't help with that.",,3,1
5100452078.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100452079.avi,"I'm sorry, I can't help with analyzing the student's engagement level from the image.",,3,1
5100452080.avi,"I'm sorry, I can't help with that.",,3,1
5100452081.avi,"I'm sorry, I can't help with that.",,2,1
5100461004.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100461005.avi,"I'm sorry, I can't help with that.",,2,1
5100461006.avi,"I'm sorry, I can't help with that.",,2,1
5100461007.avi,"I'm sorry, I can't help with that.",,1,1
5100461008.avi,"I'm sorry, I can't help with that.",,2,1
5100461009.avi,"I'm sorry, I can't help with that.",,3,1
5100461010.avi,"I'm sorry, I can't help with that.",,2,1
5100461011.avi,"I'm sorry, I can't help with that.",,2,1
5100461014.avi,"I'm sorry, I can't help with that.",,2,1
5100461015.avi,"I'm sorry, I can't help with that.",,3,1
5100461016.avi,"I'm sorry, I can't help with that.",,2,1
5100461017.avi,"I'm sorry, I can't help with that.",,3,1
5100461018.avi,"I'm sorry, I can't help with that.",,2,1
5100461020.avi,"I'm sorry, I can't help with that.",,2,1
5100461021.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100461022.avi,"I'm sorry, I can't help with that.",,3,1
5100461023.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100461025.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100461029.avi,"I'm sorry, I can't help with that.",,2,1
5100461030.avi,"I'm sorry, I can't help with that.",,3,1
5100461031.avi,"I'm sorry, I can't help with that.",,2,1
5100461032.avi,"I'm sorry, I can't help with that.",,2,1
5100461033.avi,"I'm sorry, I can't help with that.",,2,1
5100461034.avi,"I'm sorry, I can't help with that.",,2,1
5100461035.avi,"I'm sorry, I can't help with that.",,2,1
5100461036.avi,"I'm sorry, I can't help with that.",,2,1
5100461037.avi,"I'm sorry, I can't help with that.",,2,1
5100461038.avi,"I'm sorry, I can't help with that.",,2,1
5100461039.avi,"I'm sorry, I can't help with that.",,3,1
5100461040.avi,"I'm sorry, I can't help with that.",,2,1
5100461042.avi,"I'm sorry, I can't help with that.",,3,1
5100461043.avi,"I'm sorry, I can't help with that.",,2,1
5100461044.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,3,1
5100461046.avi,"I'm sorry, I can't help with that.",,2,1
5100461047.avi,"I'm sorry, I can't help with that.",,2,1
5100461048.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,2,1
5100461049.avi,"I'm sorry, I can't help with that.",,2,1
5100461050.avi,"I'm sorry, I can't help with that.",,2,1
5100461051.avi,"I'm sorry, I can't help with that.",,3,1
5100461052.avi,"I'm sorry, I can't help with that.",,2,1
5100461053.avi,"I'm sorry, I can't help with that.",,3,1
5100461054.avi,"I'm sorry, I can't help with that.",,2,1
5100461055.avi,"I'm sorry, I can't help with that.",,3,1
5100461056.avi,"I'm sorry, I can't help with that.",,3,1
5100461057.avi,"I'm sorry, I can't help with that.",,2,1
5100461058.avi,"I'm sorry, I can't help with that.",,2,1
5100461061.avi,"I'm sorry, I can't help with that.",,3,1
5100461062.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100461063.avi,"I'm sorry, I can't help with that.",,2,1
5100461064.avi,"I'm sorry, I can't help with that.",,3,1
5100461065.avi,"I'm sorry, I can't help with that.",,3,1
5100461066.avi,"I'm sorry, I can't help with that.",,3,1
5100461067.avi,"I'm sorry, I can't help with analyzing the person's expression or posture in the image.",,2,1
5100461068.avi,"I'm sorry, I can't help with that.",,2,1
5100461069.avi,"I'm sorry, I can't help with that.",,3,1
5100462001.avi,"I'm sorry, I can't help with that.",,2,1
5100462002.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,2,1
5100462003.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,1,1
5100462005.avi,"I'm sorry, I can't help with that.",,2,1
5100462009.avi,"I'm sorry, I can't help with that.",,2,1
5100462010.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100462011.avi,"I'm sorry, I can't help with that.",,3,1
5100462012.avi,"I'm sorry, I can't help with that.",,2,1
5100462014.avi,"I'm sorry, I can't help with that.",,3,1
5100462015.avi,"I'm sorry, I can't help with that.",,2,1
5100462016.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100462017.avi,"I'm sorry, I can't help with that.",,2,1
5100462018.avi,"I'm sorry, I can't help with that.",,2,1
5100462019.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100462021.avi,"I'm sorry, I can't help with that.",,3,1
5100462022.avi,"I'm sorry, I can't help with that.",,2,1
5100462023.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100462024.avi,"I'm sorry, I can't help with that.",,2,1
5100462025.avi,"I'm sorry, I can't help with that.",,2,1
5100462026.avi,"I'm sorry, I can't help with that.",,3,1
5100462027.avi,"I'm sorry, I can't help with that.",,2,1
5100462028.avi,"I'm sorry, I can't help with that.",,3,1
5100462029.avi,"I'm sorry, I can't help with that.",,3,1
5100462031.avi,"I'm sorry, I can't help with that.",,2,1
5100462032.avi,"I'm sorry, I can't help with that.",,2,1
5100462033.avi,"I'm sorry, I can't help with that.",,2,1
5100462035.avi,"I'm sorry, I can't help with that.",,3,1
5100462037.avi,"I'm sorry, I can't help with that.",,3,1
5100462038.avi,"I'm sorry, I can't help with that.",,2,1
5100462039.avi,"I'm sorry, I can't help with that.",,2,1
5100462040.avi,"I'm sorry, I can't help with that.",,2,1
5100462041.avi,"I'm sorry, I can't help with that.",,3,1
5100462042.avi,"I'm sorry, I can't help with that.",,2,1
5100462043.avi,"I'm sorry, I can't help with that.",,2,1
5100462044.avi,"I'm sorry, I can't help with that.",,2,1
5100462045.avi,"I'm sorry, I can't help with that.",,2,1
5100462046.avi,"I'm sorry, I can't help with that.",,2,1
5100462047.avi,"I'm sorry, I can't help with that.",,3,1
5100462048.avi,"I'm sorry, I can't help with that.",,2,1
5100462050.avi,"I'm sorry, I can't help with that.",,2,1
5100462051.avi,"I'm sorry, I can't help with that.",,2,1
5100462052.avi,"I'm sorry, I can't help with that.",,2,1
5100462053.avi,"I'm sorry, I can't help with that.",,3,1
5100462054.avi,"I'm sorry, I can't help with that.",,2,1
5100462055.avi,"I'm sorry, I can't help with that.",,3,1
5100462057.avi,"I'm sorry, I can't help with that.",,2,1
5100462058.avi,"I'm sorry, I can't help with that.",,3,1
5100462059.avi,"I'm sorry, I can't help with that.",,2,1
5100462061.avi,"I'm sorry, I can't help with that.",,2,1
5100462062.avi,"I'm sorry, I can't help with that.",,2,1
5100462063.avi,"I'm sorry, I can't help with that.",,3,1
5100462064.avi,"I'm sorry, I can't help with that.",,3,1
5100462066.avi,"I'm sorry, I can't help with that.",,2,1
5100462067.avi,"I'm sorry, I can't help with that.",,2,1
5100462068.avi,"I'm sorry, I can't help with that.",,2,1
5100462069.avi,"I'm sorry, I can't help with that.",,3,1
5100462070.avi,"I'm sorry, I can't help with that.",,3,1
5100462071.avi,"I'm sorry, I can't help with that.",,2,1
5100462072.avi,"I'm sorry, I can't help with that.",,3,1
5100462074.avi,"I'm sorry, I can't help with that.",,2,1
5100462075.avi,"I'm sorry, I can't help with that.",,3,1
5100462077.avi,"I'm sorry, I can't help with that.",,3,1
5100462078.avi,"I'm sorry, I can't help with that.",,2,1
5100462079.avi,"I'm sorry, I can't help with that.",,2,1
5100462080.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100462081.avi,"I'm sorry, I can't help with that.",,2,1
5100462082.avi,"I'm sorry, I can't help with that.",,2,1
5100471001.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471002.avi,"I'm sorry, I can't help with that.",,3,1
5100471003.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100471011.avi,"I'm sorry, I can't analyze or describe the person in the image.",,2,1
5100471012.avi,"I'm sorry, I can't help with that.",,2,1
5100471013.avi,"I'm sorry, I can't help with that.",,2,1
5100471015.avi,"I'm sorry, I can't help with that.",,2,1
5100471016.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100471018.avi,"I'm sorry, I can't help with that.",,2,1
5100471019.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100471020.avi,"I'm sorry, I can't help with that.",,2,1
5100471021.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting concentration.
Rating: 3",3,2,0
5100471023.avi,"I'm sorry, I can't help with that.",,2,1
5100471026.avi,"I'm sorry, I can't help with that.",,3,1
5100471027.avi,"Expression: The student appears to be concentrating, with a thoughtful expression.
Posture: The student is sitting upright with a hand on their chin, indicating focus.
Rating: 2",2,2,0
5100471028.avi,"I'm sorry, I can't help with that.",,3,1
5100471029.avi,"I'm sorry, I can't help with that.",,2,1
5100471030.avi,"I'm sorry, I can't help with identifying or analyzing individuals in images.",,3,1
5100471031.avi,"Expression: The student appears to be focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting concentration.
Rating: 2",2,2,0
5100471034.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471037.avi,"I'm sorry, I can't help with that.",,3,1
5100471038.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is leaning slightly forward with a hand on their chin.
Rating: 3 (highly engaged)",3,3,0
5100471039.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting concentration.
Rating: 3",3,3,0
5100471041.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100471042.avi,"Expression: The student appears focused and thoughtful, with a slight furrow in the brow.
Posture: The student is leaning slightly forward with a hand on the chin, indicating concentration.
Rating: 3",3,2,0
5100471044.avi,"I'm sorry, I can't help with that.",,2,1
5100471045.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471047.avi,"I'm sorry, I can't help with that.",,3,1
5100471049.avi,"I'm sorry, I can't help with that.",,2,1
5100471050.avi,"I'm sorry, I can't help with that.",,3,1
5100471051.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471052.avi,"I'm sorry, I can't help with that.",,2,1
5100471054.avi,"Expression: The student appears to have a thoughtful expression.
Posture: The student is sitting upright with a hand on their chin, suggesting contemplation.
Rating: 2",2,2,0
5100471056.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471057.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting contemplation.
Rating: 2",2,3,0
5100471058.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471059.avi,"I'm sorry, I can't help with that.",,2,1
5100471060.avi,"I'm sorry, I can't help with that.",,2,1
5100471062.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100471063.avi,"I'm sorry, I can't help with analyzing or describing people in images.",,3,1
5100471065.avi,"I'm sorry, I can't help with that.",,2,1
5100471068.avi,"I'm sorry, I can't help with that.",,2,1
5100471069.avi,"I'm sorry, I can't help with analyzing or describing people in images.",,3,1
5100471070.avi,"I'm sorry, I can't help with that.",,2,1
5100471072.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100471074.avi,"I'm sorry, I can't help with that.",,2,1
5100471075.avi,"I'm sorry, I can't help with that.",,2,1
5100471080.avi,"I'm sorry, I can't help with that.",,2,1
5100471081.avi,"I'm sorry, I can't help with that.",,2,1
5100472001.avi,"I'm sorry, I can't help with that.",,1,1
5100472002.avi,"I'm sorry, I can't help with that.",,2,1
5100472003.avi,"I'm sorry, I can't help with that.",,2,1
5100472004.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting concentration.
Rating: 3",3,3,0
5100472005.avi,"I'm sorry, I can't help with that.",,2,1
5100472007.avi,"I'm sorry, I can't help with that.",,3,1
5100472009.avi,"I'm sorry, I can't help with that.",,3,1
5100472010.avi,"I'm sorry, I can't help with analyzing or describing people in images.",,3,1
5100472011.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,2,1
5100472012.avi,"I'm sorry, I can't help with that.",,2,1
5100472014.avi,"I'm sorry, I can't help with that.",,2,1
5100472019.avi,"I'm sorry, I can't help with that.",,2,1
5100472020.avi,"I'm sorry, I can't help with identifying or analyzing people in images.",,3,1
5100472021.avi,"I'm sorry, I can't help with that.",,3,1
5100472027.avi,"I'm sorry, I can't help with that.",,3,1
5100472030.avi,"I'm sorry, I can't help with that.",,2,1
5100472031.avi,"I'm sorry, I can't help with that.",,2,1
5100472032.avi,"I'm sorry, I can't help with that.",,3,1
5100472035.avi,"I'm sorry, I can't help with that.",,2,1
5100472039.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is sitting upright with a hand on their chin, suggesting concentration.
Rating: 2",2,2,0
5100472040.avi,"Expression: The student appears focused and thoughtful.
Posture: The student is leaning forward slightly with a hand on their chin.
Rating: 3",3,2,0
5100472041.avi,"I'm sorry, I can't help with that.",,3,1
5100472042.avi,"I'm sorry, I can't help with that.",,2,1
5100472044.avi,"I'm sorry, I can't help with that.",,2,1
5100472045.avi,"I'm sorry, I can't help with that.",,3,1
5100472047.avi,"I'm sorry, I can't help with that.",,2,1
5100472050.avi,"I'm sorry, I can't help with that.",,2,1
5100472052.avi,"I'm sorry, I can't help with that.",,3,1
5100472053.avi,"I'm sorry, I can't help with that.",,2,1
